"open","high","low","close","volume","ema26","next1"
234.15,242.5,234.15,240.36,24.95,234.5343709,236.19
240.36,242.11,236.19,236.19,12.16,234.6570101,235.59
236.19,239.11,231.42,235.59,14.64,234.7261204,228
234.88,239.35,228,228,50.49,234.2278893,235.71
228,242.44,227,235.71,25.63,234.3376753,240.51
235.71,243,234.8,240.51,14.68,234.7948845,241.74
240.51,243,234.13,241.74,14.44,235.3093375,239.24
241.74,242.62,236.13,239.24,8.45,235.6004977,241.86
239.24,243.15,238.8,241.86,35.81,236.0641645,242.99
241.86,242.99,237.55,242.99,32.16,236.5771894,235.09
242.99,244,235.08,235.09,63.85,236.4670272,236.47
235.09,237.99,235,236.47,7.28,236.4672474,238.98
238.51,240.05,237.49,238.98,1.22,236.6533772,237.35
238.98,239.39,235.14,237.35,3.67,236.7049789,235.86
237.35,237.57,235.6,235.86,1.39,236.6423879,233.34
235.86,236.62,231.91,233.34,13.18,236.3977666,232.78
233.34,233.91,231.43,232.78,24.91,236.1297839,234.8
232.78,235.06,231.1,234.8,23.32,236.0312813,236.09
234.55,238.18,233.97,236.09,11.64,236.0356309,237.59
236.09,244,233.91,237.59,63.87,236.1507693,237.39
237.59,240.84,237.39,237.39,28.22,236.2425642,240.68
237.39,241.13,237.39,240.68,10.83,236.5712631,235.92
240.68,240.68,234.83,235.92,31.94,236.5230214,236.03
236.19,237.11,235.17,236.03,6.32,236.4865013,235.3
236.03,238,234.77,235.3,8.24,236.3986123,235.83
235.3,237.9,234.03,235.83,1.62,236.3564929,234.91
235.83,235.92,234.91,234.91,8.44,236.2493453,232.81
234.91,235.24,230.55,232.81,13.47,235.994579,227.59
232.81,235.86,227.59,227.59,12.77,235.3720176,224.23
227.59,232.4,222.03,224.23,33.59,234.5466829,229.5
224.23,229.5,222.29,229.5,4.71,234.1728546,227
229.5,229.5,226,227,23.8,233.641532,223.12
227,228.79,223.04,223.12,48.91,232.8621593,225
223.12,228.3,220.34,225,35.25,232.2797771,223.7
225,225.65,223.7,223.7,5.36,231.644238,224.35
223.7,225.33,223.7,224.35,0.3,231.1039241,224.35
224.35,224.35,224.35,224.35,0,230.6036334,230.92
226.79,230.92,226.79,230.92,2.41,230.627068,227.26
230.92,230.92,226.57,227.26,8.95,230.3776556,228.92
227.26,231.59,227.26,228.92,33.69,230.2696811,229.44
228.92,233.15,228.86,229.44,62.23,230.2082232,231.04
229.44,231.06,226.14,231.04,25.31,230.2698363,232.15
232,233.29,231.19,232.15,18.23,230.4091077,235.54
232.15,235.54,231.34,235.54,20.07,230.7891738,247.14
235.54,251,233.82,247.14,140.78,232.0003461,245.03
247.14,256.38,245.03,245.03,67.31,232.9655057,247.5
245.03,252.66,244,247.5,29.81,234.0421349,245.5
247.69,249.63,227,245.5,116.85,234.8908656,243.85
245.5,245.5,241.5,243.85,19.41,235.5545052,241
243.85,244.96,238.05,241,41.9,235.9578752,248.08
241,248.08,241,248.08,39.37,236.8558104,243.72
248.08,248.08,243.72,243.72,49.66,237.3642688,241.67
243.72,243.72,240.17,241.67,1.31,237.6832119,242.04
241.67,244,239.53,242.04,16.47,238.0059369,242
242.04,244,242,242,1.76,238.3017935,251.93
242,251.93,242,251.93,33.66,239.3112902,248.5
251.93,260,247.45,248.5,55.48,239.9919354,268.47
248.5,268.5,248.5,268.47,95.24,242.1014217,262.63
268.47,273,258.49,262.63,67.94,243.6220571,258.1
262.63,265.02,255.5,258.1,71.06,244.6944973,254.74
258.1,259.76,253.43,254.74,15.94,245.4386086,254.01
254.74,273,252.88,254.01,19.88,246.0735265,262
254.01,263,254.01,262,17.28,247.2532653,269.62
262,274.68,257.12,269.62,69.67,248.9100605,274.59
269.62,278,268.14,274.59,96.76,250.8122782,265.36
274.59,274.59,265,265.36,29.65,251.8898872,270.01
265.36,276.32,265.36,270.01,35.2,253.2321178,269.67
270.01,275.67,267.39,269.67,34.26,254.4497387,284.54
269.67,297,268.96,284.54,167.87,256.6786469,293.6
284.54,298.99,283.06,293.6,71.96,259.413562,308.14
293.6,316.01,291.69,308.14,138.95,263.0229278,290.18
308.14,312.3,269,290.18,337.1,265.0345627,288.75
290.18,295.97,286.79,288.75,36.2,266.7912618,287.5
288.75,293.79,287.5,287.5,9.26,268.3252424,276.74
287.5,292,273.4,276.74,54.21,268.9485578,280.38
276.74,281.31,275.52,280.38,4.76,269.7953313,278.01
280.38,281.69,274.92,278.01,14.07,270.4038253,275.54
278.01,279.57,274.32,275.54,0.4725,270.7842826,277.56
275.54,280.4,275.54,277.56,83.54,271.2861876,276.45
277.56,281.41,276.45,276.45,20.68,271.6686923,276.98
276.45,279.38,275.31,276.98,60.14,272.0621225,276.89
276.98,278.4,276.03,276.89,24.71,272.419743,290
276.89,290,276.18,290,41.53,273.7219843,288.92
290,291.81,286.67,288.92,27.57,274.8477632,291.28
288.92,293.85,287.83,291.28,8.72,276.0649659,296.1
291.28,296.1,286.55,296.1,11.07,277.5490425,293.56
296.1,296.8,287,293.56,57.37,278.7350394,291.61
293.56,293.56,280,291.61,29.31,279.6887402,288.96
291.61,291.61,280,288.96,30.74,280.3755002,293.48
288.96,293.48,280,293.48,41.34,281.3462039,283.27
293.48,293.48,277.12,283.27,63.84,281.4887073,283.84
283.27,289.89,277.91,283.84,0.8988,281.6628771,283.87
283.84,285.51,280.57,283.87,18.34,281.8263677,287.68
283.87,287.68,280.53,287.68,21.61,282.2599701,284.83
287.68,287.77,281.02,284.83,30.98,282.4503427,278.67
284.83,286.96,278.6,278.67,19.72,282.1703173,281.04
278.67,290,274.15,281.04,62.78,282.0865901,263.83
281.04,283.78,263.83,263.83,20.31,280.7342501,269.77
263.83,269.77,258,269.77,23.82,279.9220834,266.85
269.77,273.88,262.49,266.85,19.33,278.9537809,270
266.85,270,260,270,99.5,278.2905379,270
270,270,265.49,270,61.28,277.676424,264.03
270,270,261.64,264.03,138.89,276.6655778,268.33
264.03,270,262.01,268.33,368.75,276.0481276,265.55
268.33,269.22,265.22,265.55,164.32,275.2704885,260.35
265.55,270,257.01,260.35,263.6,274.1652671,258.64
260.35,263.12,257.57,258.64,88.91,273.0152473,247.99
258.64,259.93,247.99,247.99,480.9,271.1615253,230.12
247.99,247.99,188.11,230.12,422.39,268.1214123,236.87
230.12,238.71,228.91,236.87,527.39,265.8064929,234.39
236.87,238.71,232.62,234.39,137.94,263.4793453,231.99
234.39,235.32,223.1,231.99,171.18,261.1468012,228.13
231.99,232.38,226.07,228.13,52.24,258.7011122,212.48
228.13,228.13,209.79,212.48,288.68,255.2773261,224.7
212.48,235.99,204.01,224.7,535.65,253.012339,227.87
224.7,243.38,223.11,227.87,153.24,251.1499435,226.01
227.87,233,225.31,226.01,176.15,249.2877255,233.15
226.01,237.98,222.57,233.15,263.59,248.0923384,229
233.15,234.97,228.95,229,99.35,246.6780911,228.5
229,233.1,226.68,228.5,61.66,245.3315658,230.92
228.5,233.51,226,230.92,98.64,244.2640424,229.24
230.92,231.12,226.87,229.24,100.04,243.1511504,226.82
229.24,232.99,226.82,226.82,191.81,241.9414356,226.94
226.82,231.13,226.17,226.94,292.34,240.8302181,231.01
226.94,231.79,226.55,231.01,151.63,240.1027946,236.32
231.01,237,230.25,236.32,173.97,239.8225875,241.99
236.32,243.38,236.32,241.99,112.16,239.9831366,241.07
241.99,242.78,239.13,241.07,148.82,240.063645,243.27
241.07,246.51,240.35,243.27,253.52,240.3011528,239.03
243.27,244.97,238.18,239.03,194.48,240.2069933,238.16
239.03,240.46,236.99,238.16,43.19,240.0553642,239.43
238.16,241.65,238.16,239.43,69.18,240.0090409,236.21
239.43,242.12,233.67,236.21,111.08,239.7276305,232.43
236.21,237.45,228.68,232.43,88.56,239.1870653,230.65
232.43,232.64,226.32,230.65,468.96,238.5546901,229.12
230.65,232.32,228.6,229.12,122.06,237.8558241,229.08
229.12,232.2,226.91,229.08,65.86,237.2057631,233.37
229.08,236,227.88,233.37,43.24,236.9216325,232.83
233.37,235.5,231.92,232.83,62.93,236.6185486,232.01
232.83,233.29,230,232.01,70.59,236.2771746,230.17
232.01,232.01,230.17,230.17,1.97,235.8247913,227.17
230.17,231.49,226.95,227.17,32.07,235.1836957,228.6
227.17,233.86,223.1,228.6,155.16,234.6960145,230.24
228.6,231.08,228.23,230.24,101.29,234.3659394,231.78
230.24,235,229.71,231.78,41.49,234.1743883,236
231.78,237.2,231.78,236,142.01,234.3096188,233.49
236,236,233.46,233.49,52.56,234.2489063,230.62
233.49,235,230.62,230.62,29.87,233.9800984,239.42
230.62,239.97,230.62,239.42,120.69,234.3830541,238.02
239.42,240,235,238.02,95.55,234.6524575,236
238.02,238.02,235,236,40.02,234.7522755,237.8
236,238,234.59,237.8,37.17,234.9780328,236.98
237.8,239.86,236.46,236.98,71,235.1263267,238.8
236.98,238.8,236.43,238.8,18.77,235.3984506,238.97
238.8,239.95,237.6,238.97,12.85,235.6630099,240
238.97,240.44,237.16,240,81.09,235.9842684,244.53
240,248.39,239.45,244.53,90.91,236.6172855,243.69
244.53,247.2,234.55,243.69,131.5,237.1411903,242.7
243.69,244.73,233,242.7,113,237.552954,244.76
242.7,244.87,241.95,244.76,86.38,238.0868093,245.64
244.76,245.64,241.75,245.64,30.59,238.6463049,245.11
245.7,247.12,245.06,245.11,43.18,239.1250971,245.93
245.11,247.11,244,245.93,27.4,239.629164,249
245.93,249.51,244.01,249,106.55,240.3233,253.64
249,253.66,241,253.64,113.09,241.3097222,253.73
253.64,255,251.86,253.73,103.35,242.2297428,258
253.73,268.51,253,258,274.76,243.39791,268.54
258,271,258,268.54,94.7,245.260287,257
268.54,270,252,257,56.32,246.1298954,264.06
257,265.73,251,264.06,32.4,247.4580513,270
264.06,270,264,270,114.12,249.1278253,266.59
270,270.74,264.57,266.59,208.93,250.4213197,274.2
266.59,278,263.73,274.2,70.23,252.1827034,276.16
274.2,279.31,270,276.16,100.13,253.9587995,283.38
276.16,283.38,276.16,283.38,75.76,256.1381476,289.37
283.38,294.48,283.38,289.37,115.46,258.5997663,285.21
289.37,289.37,280.64,285.21,64.43,260.5708948,292.51
285.21,296.31,285.21,292.51,254.57,262.9367544,290.16
292.51,305,290,290.16,141.9,264.9532911,313.04
290.16,317.84,290.16,313.04,125.82,268.5152696,325
313.04,333,311.77,325,330.76,272.6993237,306.13
325,331,306.13,306.13,56.65,275.1756701,307.44
306.13,320,304.69,307.44,54.31,277.5656204,358.17
307.44,360,307.44,358.17,193.56,283.5363152,398.01
358.17,418.97,307.23,398.01,386.28,292.0158474,391.93
398.01,489.99,368.49,391.93,416.24,299.4168958,380
391.93,438.72,341,380,193.96,305.3860146,362.06
380,390,346.34,362.06,96.24,309.5840876,383.89
362.06,389.81,362.06,383.89,53.7,315.0882292,357
383.89,385,352,357,76.41,318.1928049,371.69
357,378.66,350,371.69,52.39,322.15556,337.83
371.69,379,327.93,337.83,123.53,323.3166297,309.3
337.83,341,300,309.3,140.81,322.2783608,330.95
309.3,341,301.56,330.95,178.07,322.9207045,336.95
330.95,340.18,326.5,336.95,121.27,323.9599115,329.74
336.95,339.47,326.03,329.74,51.79,324.3880662,315
329.74,333.74,315,315,73.53,323.6926539,321.91
315,330,315,321.91,83.01,323.5606055,330
321.91,336.89,321.91,330,86.16,324.0375977,326.5
330,334.75,326,326.5,60.88,324.2199978,326.26
326.5,332.71,323.07,326.26,46.11,324.3711091,317.21
326.26,326.26,310,317.21,78.94,323.8406566,321.48
317.21,324.37,317.21,321.48,4.55,323.6657931,322.85
321.48,325,319.03,322.85,36.68,323.605364,322.68
320,323.5,319,322.68,68.89,323.5368185,320.42
322.68,325,316.01,320.42,344.3,323.3059431,329.69
320.42,330,317.57,329.69,180.61,323.7788362,356.2
329.69,370,329.69,356.2,133.6,326.1804039,360.59
356.2,364,350.53,360.59,86.19,328.7292629,356.5
360.59,360.59,350.28,356.5,54.91,330.7863545,370.39
356.5,373.77,353.03,370.39,87.7,333.7199579,378.5
370.39,380.68,370.39,378.5,79.73,337.036998,361.58
378.5,378.5,355,361.58,442.02,338.8549982,362.02
361.58,362.41,349.2,362.02,220.97,340.5709242,361.3
362.02,370,356.99,361.3,1152,342.1064113,364.93
361.3,365.08,357.48,364.93,50.81,343.7970475,389.64
364.93,390.58,363.93,389.64,205.27,347.1928218,392.39
389.64,404.21,386.01,392.39,167.32,350.5407609,395.3
392.39,398,384.07,395.3,244.4,353.8562601,400
395.3,400,388.52,400,230.13,357.2743149,416.33
400,420,400,416.33,295.14,361.6488101,417.3
416.33,420,410.01,417.3,231.12,365.7711205,443.12
417.3,445,416,443.12,462.82,371.5006671,431
443.12,464,407.14,431,239.52,375.9080251,432
431,438,418.37,432,39.9,380.0629862,440.19
432,445,426.21,440.19,300.24,384.5168391,460.49
440.19,464,430.01,460.49,187.03,390.1444806,453.65
460.49,464.98,441,453.65,185.26,394.8485932,451.03
453.65,459.15,445,451.03,67.71,399.0101789,464.97
451.03,467.69,451.03,464.97,92.7,403.8960915,458.01
464.97,464.97,455,458.01,52.99,407.9045292,441.22
458.01,460.49,436,441.22,166.61,410.3723418,441.75
441.22,446.96,426.7,441.75,193.74,412.6966128,437.69
441.75,444.25,434.29,437.69,40.92,414.5479748,444.83
437.69,445.99,435.47,444.83,65.77,416.7910878,452.71
444.83,458,443.99,452.71,60.26,419.451748,457.84
452.71,457.95,451.12,457.84,4.07,422.2953222,417.47
457.84,457.84,409,417.47,216.29,421.9378909,426.04
417.47,429.72,409.41,426.04,26.46,422.2417509,418.78
426.04,429.36,418.78,418.78,108.99,421.9853249,430.95
418.78,432.5,418.78,430.95,148.55,422.6493749,424.31
430.95,435,420,424.31,48.79,422.7723841,431.31
424.31,431.31,416.61,431.31,80.65,423.4048001,431.51
431.31,434.97,430.74,431.51,14.32,424.0051853,433.07
431.51,434.99,430.32,433.07,25.38,424.6766531,427.63
433.07,434.99,422.98,427.63,14.39,424.8954195,431.08
427.63,433.96,426.56,431.08,51.5,425.3535366,431.32
431.08,434.73,429,431.32,33.76,425.7954968,429.99
431.32,431.33,427.58,429.99,20.05,426.1062008,457.88
429.99,457.88,427.78,457.88,132.76,428.4598155,455.22
457.88,460,447.64,455.22,110.94,430.4420514,451.38
455.22,459.87,450,451.38,84.78,431.9930106,447.38
451.38,451.38,442.05,447.38,41.49,433.1327876,450
447.38,454.53,443.81,450,106.93,434.3822107,449.81
450,452.23,445.03,449.81,151.13,435.5250099,433.98
449.81,455,427.17,433.98,191.65,435.4105647,430
433.98,437.15,430,430,42.29,435.0097822,374.41
430,430.91,372.66,374.41,590.29,430.5209094,388.16
374.41,390.58,351.76,388.16,552.55,427.3830643,385
388.16,395,381.6,385,135.81,424.243578,390.1
385,391.82,376.58,390.1,246.35,421.7144241,381.08
390.1,390.97,379.02,381.08,68.55,418.7044668,419.46
381.08,425.13,375.93,419.46,792.43,418.7604322,412.31
419.46,425.78,406.05,412.31,730.53,418.2826224,382.82
412.31,412.31,375.52,382.82,510.72,415.6557615,389.11
382.82,395,381.36,389.11,372.76,413.6894088,400.68
389.11,406.71,385.81,400.68,609.63,412.7257489,394.01
400.68,401.25,387.17,394.01,462.68,411.3393971,395.95
394.01,406.7,390.45,395.95,719.82,410.1994418,396
395.95,401.48,393.11,396,200.09,409.1476313,379.27
396,398.03,376.97,379.27,316.78,406.9344734,379.92
379.27,385.63,365,379.92,606.53,404.9334013,378
379.92,383.18,376.12,378,216.06,402.9383345,369.84
378,381,369.82,369.84,199.96,400.486606,372
369.84,380,366.16,372,533.92,398.3764871,373.71
372,376.68,372,373.71,362.3,396.5493399,368
373.71,373.71,365.78,368,214.2,394.434574,392
368,392,368,392,369.21,394.2542352,387.22
392,392,382.48,387.22,492.86,393.7331807,375.69
387.22,387.22,367.71,375.69,412.74,392.3966488,372.82
375.69,381.23,371.55,372.82,185.05,390.9465267,372
372.82,377.78,371.66,372,443.23,389.5430802,378.48
372,381.4,371.26,378.48,733.23,388.7235928,379.3
378.48,384.76,371.71,379.3,1257.01,388.0255489,377.21
379.3,383.95,373.67,377.21,1274.38,387.2243971,380.3
377.21,383.49,375.76,380.3,1037.16,386.7114788,389.15
380.3,391.14,380.3,389.15,765.66,386.89211,403.25
389.15,404.26,386.82,403.25,653.35,388.1038056,396
403.25,409.31,392,396,736.74,388.6887089,405.5
396,408.6,390.1,405.5,1021.74,389.9339897,416.16
405.5,421.8,403.01,416.16,1183.09,391.8766571,422
416.16,424.79,411.46,422,823.83,394.1080159,417.05
422,422,413.13,417.05,446.29,395.8074221,440.3
417.05,442,417.05,440.3,1124.57,399.1031686,437.04
440.3,444,422.5,437.04,879.59,401.9133043,433.35
437.04,437.04,422,433.35,819.77,404.2419484,420.99
433.35,437.15,414.29,420.99,1304.29,405.4825448,423.2
420.99,427.1,408.14,423.2,770.74,406.7949489,421.85
423.2,426,416.7,421.85,739.44,407.9101379,427.2
421.85,427.2,417.65,427.2,447.57,409.3390165,433.04
427.2,436,427.2,433.04,626.68,411.0946449,430.14
433.04,434.98,421.07,430.14,177.5,412.505412,435.92
430.14,442,429.29,435.92,544.69,414.2398259,429.88
435.92,439.41,422.79,429.88,1697.67,415.3983573,424.39
429.88,432.48,412,424.39,1264.09,416.0644049,419.62
424.39,431.11,417,419.62,3882.56,416.3277823,406.71
419.62,424.46,404.87,406.71,2392.2,415.615354,394.52
406.71,408.99,388.4,394.52,4809.95,414.0527352,403.86
394.52,410.06,387.27,403.86,1897.16,413.2977178,413.75
403.86,414.12,397.4,413.75,1302.37,413.3312202,410.29
413.75,414.36,407.5,410.29,1318.45,413.1059446,410.55
410.29,414.74,406.45,410.55,1526.59,412.9166154,415.81
410.55,429.7,409.42,415.81,2769.06,413.1309402,419.92
415.81,423.65,415,419.92,1562.08,413.6338335,407.22
419.92,420.59,406.15,407.22,4268.69,413.1587347,408.87
407.22,413.62,406.65,408.87,1999.17,412.8410507,415.42
408.87,416.5,407.74,415.42,3410.81,413.0320839,415.59
415.42,417.04,412.17,415.59,1855.24,413.2215592,416.78
415.59,419.04,412.87,416.78,1497,413.4851474,420.75
416.78,422.69,416.78,420.75,1963.65,414.0232846,409.43
420.75,421,405.03,409.43,3199.64,413.6830413,410.09
409.43,411.44,405.53,410.09,1860.96,413.4168901,412.14
410.09,414.82,409.39,412.14,806.37,413.3223057,411.76
412.14,414.36,407.68,411.76,1327.09,413.2065793,414.82
411.76,417.9,411.17,414.82,1669.12,413.326092,415.53
414.82,417.98,411.89,415.53,1267.5,413.4893444,415.96
415.53,417.78,413.12,415.96,1197.63,413.6723559,416.11
415.96,419.76,413.61,416.11,920.85,413.8529222,417.31
416.11,418.4,415.28,417.31,975.38,414.109002,424.97
417.31,430,415.9,424.97,1313.9,414.9135204,423
424.97,426.39,421.13,423,1142.24,415.5125189,415.71
423,428.11,405,415.71,1227.79,415.5271471,413.38
415.71,416.7,409.12,413.38,1050.18,415.3680992,417.56
413.38,419.99,412.42,417.56,2066.84,415.5304622,417.9
417.56,419.04,415.5,417.9,633.93,415.7059835,420.57
417.9,423.17,417.9,420.57,564.79,416.066281,421.5
420.57,421.66,417.96,421.5,481.01,416.4687787,420.14
421.5,421.6,417.54,420.14,560.66,416.740721,423.39
420.14,424.97,419.5,423.39,998.65,417.2332602,422.78
423.39,424.61,421.56,422.78,847.16,417.6441298,422.61
422.78,424.39,420.06,422.61,1096.07,418.0119721,418.31
422.61,425.96,418,418.31,861.04,418.0340482,419.29
418.31,420.75,415,419.29,846.56,418.1270817,420.95
419.29,422.92,416.96,420.95,1655.44,418.3361867,422.58
420.95,424.5,420.23,422.58,1258.4,418.6505433,427.08
422.58,430.36,422.58,427.08,1151.1,419.2749475,423.54
427.08,427.71,422,423.54,1159.6,419.5908773,424.52
423.54,425.77,422.39,424.52,532.25,419.9559975,429.25
424.52,431.02,424.52,429.25,632.81,420.6444421,429.12
429.25,434.23,427.97,429.12,690.59,421.2722612,427.87
429.12,431.37,424.58,427.87,648.34,421.7609826,428.02
427.87,429.8,426.28,428.02,1030.36,422.2246135,436.92
428.02,438,426.8,436.92,1179.9,423.3131607,441.77
436.92,444,434.27,441.77,1580.25,424.680334,451.01
441.77,451.34,440.11,451.01,930.69,426.6306796,446
451.01,451.01,442.7,446,641.31,428.0654441,450.71
446,450.71,443.22,450.71,698.02,429.7428186,460
450.71,460,445.4,460,1112.4,431.9840913,464
460,469.69,452.5,464,1447.44,434.3556401,469.3
464,470,461.88,469.3,899.83,436.9441112,448.35
469.3,469.3,445.48,448.35,1475.35,437.7889918,450.86
448.35,451.48,435.43,450.86,1919.74,438.7572147,456.22
450.86,457.22,447.39,456.22,953.38,440.0507543,446.44
456.22,458.12,446.44,446.44,1176.69,440.5240318,452.07
446.44,454.47,446.44,452.07,293.27,441.3792887,444
452.07,453.58,440,444,1306.69,441.5734154,451.92
444,452.52,442.52,451.92,1262.5,442.3398291,448
451.92,451.92,444.86,448,729,442.759101,448.74
448,450,447.22,448.74,642.47,443.2021306,460.7
448.74,462.37,447.17,460.7,1842.71,444.4982691,459.1
460.7,462.34,457.92,459.1,277.86,445.5798788,459.1
459.1,461.79,455.95,459.1,634.19,446.5813692,461.75
459.1,464.99,455.99,461.75,1279.65,447.7049715,452.13
461.75,463.49,450,452.13,1013.32,448.0327514,453.97
452.13,455,450.99,453.97,1766.78,448.4725476,454.95
453.97,455,449.39,454.95,869.91,448.9523589,456.05
454.95,457.5,452.61,456.05,1274.72,449.4781101,455.4
456.05,458.06,453.79,455.4,972.97,449.9167686,457.65
455.4,459.79,454.14,457.65,274.15,450.4896005,454.39
457.65,458,450.17,454.39,1237.42,450.778519,454.16
454.39,455,451,454.16,1000.13,451.0289991,453.24
454.16,455.88,452.35,453.24,1429.97,451.1927769,432
453.24,453.85,431.88,432,1254.84,449.7710898,439.65
432,442.63,427.06,439.65,1114.34,449.0213794,441
439.65,441,431.01,441,680.49,448.4272032,437.89
441,442,433.34,437.89,2785.85,447.6466696,442.5
437.89,444.01,435.55,442.5,2887.46,447.2654348,444.6
442.5,445.79,441.48,444.6,1284.15,447.0679952,448.3
444.6,449.21,442.94,448.3,722.13,447.1592548,452.41
448.3,452.45,445.19,452.41,915.01,447.5481989,471.36
452.41,477,451.22,471.36,1764.3,449.312036,523.99
471.36,545,450.55,523.99,5187.17,454.843737,518.98
523.99,549,470,518.98,2673.43,459.5945713,531.43
518.98,540,518.98,531.43,916.05,464.9157142,530
531.43,544.53,510.97,530,2715.14,469.7367724,536.12
530,541.77,485.9,536.12,1996.79,474.6540485,539.2
536.12,539.67,531.52,539.2,1793.27,479.4352301,567.43
539.2,576.03,536.06,567.43,2726.68,485.9533612,573.18
567.43,588.71,562,573.18,2453.02,492.4145937,574.11
573.18,583.67,568.07,574.11,1186.64,498.4661053,583
574.11,586.3,573.35,583,1014.48,504.7278753,577.38
583,589.91,565.38,577.38,3420.29,510.1095141,581.98
577.38,582.13,571.71,581.98,1370.72,515.4332538,575.01
581.98,581.98,571.6,575.01,1374.98,519.8463461,579.26
575.01,581.8,573,579.26,1378.66,524.2473575,595.99
579.26,595.99,579,595.99,1276.7,529.5616274,665.8
595.99,683.06,595.99,665.8,5399.75,539.6533587,703.27
665.8,717.79,659,703.27,4015.14,551.7731099,687.34
703.27,703.95,647.26,687.34,4406.38,561.8151017,692.07
687.34,697.59,671.58,692.07,1900.47,571.4636127,767.05
692.07,776.71,692.07,767.05,5696.94,585.9514933,747.08
767.05,776,702,747.08,5794.92,597.8869382,761.02
747.08,781.15,728.87,761.02,6019.57,609.9708687,765.87
761.02,769.99,745.03,765.87,2487.23,621.5189525,737
765.87,768.83,725.02,737,3884.15,630.0731042,673.41
737,738.36,630.2,673.41,8315.46,633.2832446,594.46
673.41,679.85,590,594.46,6714.94,630.4074487,623.54
594.46,635,551.49,623.54,5206.35,629.8987488,669.26
623.54,762.24,618.51,669.26,5940.81,632.814397,674.15
669.26,703.34,641.41,674.15,2243.09,635.8762936,633.04
674.15,680.91,615.26,633.04,1350.42,635.6661977,648.49
633.04,664.08,627,648.49,1230.6,636.616109,647.01
648.49,664.86,640,647.01,2494.16,637.3860269,639.5
647.01,650.53,615.85,639.5,2053.6,637.5426175,669.7
639.5,675,635,669.7,1688.09,639.9246458,677.74
669.7,691.2,665.85,677.74,2111.15,642.7257832,700
677.74,703.94,674,700,1228.66,646.9683177,664.82
700,703.96,644.65,664.82,1540.96,648.2906646,679.26
664.82,684.73,645,679.26,1654.77,650.5846894,666.5
679.26,683.11,659.57,666.5,970.34,651.7636013,677.59
666.5,681.23,665.85,677.59,906.68,653.6766679,640
677.59,681.99,610.7,640,2909.92,652.6635814,670
640,670.07,634.04,670,1772.69,653.9477605,657.95
670,671.93,622,657.95,1923.47,654.2442227,651.2
657.95,657.95,642.42,651.2,495.79,654.0187247,652.98
651.2,663.32,645.32,652.98,815.62,653.9417822,674.21
652.98,675.98,647.14,674.21,974.64,655.4431316,662.88
674.21,674.21,657.96,662.88,928.63,655.9940108,662.78
662.88,665.92,650,662.78,1157.1,656.4966766,663.87
662.78,669,660,663.87,1157.88,657.0428487,665
663.87,669.1,661,665,432.23,657.6322673,677.88
665,685,661.52,677.88,927.5,659.1320994,675.28
677.88,686,667.58,675.28,1296.12,660.3282402,673.51
675.28,676.55,666.02,673.51,991.27,661.3046668,667
673.51,676.15,660,667,1552.88,661.7265434,664.5
667,669.46,658.89,664.5,554.76,661.9319846,648.97
664.5,668.97,644.54,648.97,1532.52,660.9718376,657.71
648.97,660,645.94,657.71,715.12,660.73022,662.9
657.71,668.44,651.98,662.9,873.13,660.8909444,654.28
662.9,664.68,652.01,654.28,847.7,660.4012448,655.03
654.28,659.1,642.5,655.03,1130.07,660.0033749,654.03
655.03,663.94,648,654.03,1755.59,659.5609026,653.87
654.03,661.1,651.7,653.87,889.65,659.1393543,653
653.87,659.57,651.7,653,1002.86,658.6845873,654.93
653,658.18,651.9,654.93,453.11,658.4064697,623.68
654.93,656.67,623.68,623.68,1301.11,655.8341386,605
623.68,627.05,601.01,605,2577.04,652.0686469,506
605,611.44,479,506,7142.29,641.2487471,564.94
506,572,502.75,564.94,5302.46,635.5962473,582.92
564.94,589,564.94,582.92,2819.75,631.6943031,575.65
582.92,584.41,567.41,575.65,1017.31,627.5428732,591.6
575.65,598,569.88,591.6,1036.92,624.8804382,593
591.6,607.51,570.11,593,1356.87,622.5189242,590.31
